ds,vegan,vegetarian,plant_based_plus_plant_based,vegan_informative,vegetarian_informative,plant based_informative,vegan_behavior,vegetarian_behavior,plant based_behavior,behavior_bare,informative_bare,food
2015-07-31,38.0,19.2,1.2981405024000003,29.970808043999998,12.241774670143997,1.1364200086400003,8.029191956000002,6.958225329856002,0.16172049376,1326.361426229508,442.32300000000004,466.48
2015-08-31,37.0,18.599999999999998,1.2939026688000002,29.432217194,12.085980839559998,1.1339805926400002,7.567782806,6.514019160440001,0.15992207616000004,1206.014250819672,436.40869999999995,458.15
2015-09-30,39.0,20.4,1.4423783360000002,31.263718444,13.157685981527997,1.2965595417600002,7.736281556000001,7.242314018472001,0.14581879424,1223.5696229508194,425.663,449.82
2015-10-31,47.0,22.5,1.2981405024000003,38.314199775999995,14.735949846079999,1.1851957062400003,8.685800224000001,7.764050153920001,0.11294479616000001,1391.567491803279,433.993,458.15
2015-11-30,43.0,20.7,1.1623783360000002,34.341154712,13.233887878079997,1.0346294403200003,8.658845288,7.466112121920001,0.12774889568,1432.687126229508,431.5773,458.15
2015-12-31,49.0,24.3,1.7181405024000003,38.981057998,16.188736788047997,1.5306129081600002,10.018942002000003,8.111263211952002,0.18752759424,1408.3124983606558,454.1516,483.14
2016-01-31,52.0,21.599999999999998,1.7266161696000002,42.709324515999995,14.616975609335997,1.50419839584,9.290675484000001,6.983024390664001,0.22241777376000005,1369.600001639344,443.40590000000003,474.81
2016-02-29,52.0,21.599999999999998,2.142378336,42.410367588,14.415218839551997,1.86777286528,9.589632412000002,7.184781160448001,0.2746054707200001,1314.3102163934427,461.1488,499.8
2016-03-31,54.0,20.7,2.0108540032000004,44.212717205999994,13.988823655855999,1.7960272310400005,9.787282794000003,6.711176344144001,0.21482677216,1251.209686885246,458.73310000000004,499.8
2016-04-30,58.0,21.0,2.0150918368000004,47.383203138,14.023506991176,1.8301022230400004,10.616796862000003,6.976493008824001,0.18498961376,1335.632763934426,472.97740000000005,516.46
2016-05-31,57.0,20.7,1.7223783360000002,46.977617273999996,14.085050247296,1.5671894403200002,10.022382726000002,6.614949752704001,0.15518889568,1315.267606557377,459.81600000000003,508.13
