,Search Term,vegetarian near me
413,2020-10-24,51.0
414,2020-10-31,46.0
415,2020-11-07,50.0
416,2020-11-14,56.99999999999999
417,2020-11-21,48.0
418,2020-11-28,42.0
419,2020-12-05,47.0
420,2020-12-12,51.0
421,2020-12-19,50.0
422,2020-12-26,65.0
423,2021-01-02,55.00000000000001
424,2021-01-09,59.0
425,2021-01-16,57.99999999999999
426,2021-01-23,52.0
427,2021-01-30,54.0
428,2021-02-06,53.0
429,2021-02-13,57.99999999999999
430,2021-02-20,61.0
431,2021-02-27,63.0
432,2021-03-06,65.0
433,2021-03-13,70.0
434,2021-03-20,70.0
435,2021-03-27,81.0
436,2021-04-03,69.0
437,2021-04-10,71.0
438,2021-04-17,73.0
439,2021-04-24,73.0
440,2021-05-01,77.0
441,2021-05-08,78.0
442,2021-05-15,72.0
443,2021-05-22,88.0
444,2021-05-29,83.0
445,2021-06-05,88.0
446,2021-06-12,90.0
447,2021-06-19,91.0
448,2021-06-26,90.0
449,2021-07-03,100.0
450,2021-07-10,94.0
451,2021-07-17,95.0
452,2021-07-24,93.0
453,2021-07-31,92.0
454,2021-08-07,89.0
455,2021-08-14,82.0
456,2021-08-21,74.0
457,2021-08-28,72.0
458,2021-09-04,84.0
459,2021-09-11,76.0
460,2021-09-18,76.0
461,2021-09-25,73.0
462,2021-10-02,75.0
463,2021-10-09,78.0
464,2021-10-16,74.0
465,2021-10-23,70.0
466,2021-10-30,71.0
467,2021-11-06,72.0
468,2021-11-13,66.0
469,2021-11-20,70.0
470,2021-11-27,62.0
471,2021-12-04,64.0
472,2021-12-11,69.0
473,2021-12-18,77.0
474,2021-12-25,74.0
475,2022-01-01,66.0
476,2022-01-08,62.0
477,2022-01-15,61.0
478,2022-01-22,61.0
479,2022-01-29,51.0
480,2022-02-05,64.0
481,2022-02-12,67.0
482,2022-02-19,65.0
483,2022-02-26,77.0
484,2022-03-05,70.0
485,2022-03-12,72.0
486,2022-03-19,77.0
487,2022-03-26,72.0
488,2022-04-02,74.0
489,2022-04-09,81.0
490,2022-04-16,67.0
491,2022-04-23,61.0
492,2022-04-30,69.0
493,2022-05-07,63.0
494,2022-05-14,65.0
495,2022-05-21,64.0
496,2022-05-28,69.0
497,2022-06-04,69.0
498,2022-06-11,70.0
499,2022-06-18,76.0
500,2022-06-25,71.0
501,2022-07-02,72.0
502,2022-07-09,70.0
503,2022-07-16,69.0
504,2022-07-23,69.0
505,2022-07-30,69.0
506,2022-08-06,70.0
507,2022-08-13,69.0
508,2022-08-20,65.0
509,2022-08-27,61.0
510,2022-09-03,63.0
511,2022-09-10,57.99999999999999
512,2022-09-17,59.0
513,2022-09-24,59.0
514,2022-10-01,56.00000000000001
515,2022-10-08,61.0
516,2022-10-15,56.99999999999999
517,2022-10-22,54.0
