,Search Term,sustainability
504,2013-08-24,38.61165845648604
505,2013-08-31,37.59556218131535
506,2013-09-07,39.62775473165672
507,2013-09-14,40.13580286924207
508,2013-09-21,41.65994728199809
509,2013-09-28,43.18409169475412
510,2013-10-05,43.692139832339464
511,2013-10-12,43.692139832339464
512,2013-10-19,45.724332382680835
513,2013-10-26,43.692139832339464
514,2013-11-02,43.692139832339464
515,2013-11-09,45.216284245095494
516,2013-11-16,45.216284245095494
517,2013-11-23,45.216284245095494
518,2013-11-30,41.15189914441275
519,2013-12-07,38.1036103189007
520,2013-12-14,29.974840117535216
521,2013-12-21,13.717299714804252
522,2013-12-28,18.289732953072335
523,2014-01-04,33.53117708063261
524,2014-01-11,35.05532149338864
525,2014-01-18,35.56336963097398
526,2014-01-25,35.05532149338864
527,2014-02-01,36.57946590614467
528,2014-02-08,39.11970659407138
529,2014-02-15,39.11970659407138
530,2014-02-22,38.61165845648604
531,2014-03-01,39.11970659407138
532,2014-03-08,40.64385100682741
533,2014-03-15,40.64385100682741
534,2014-03-22,42.167995419583434
535,2014-03-29,41.15189914441275
536,2014-04-05,41.65994728199809
537,2014-04-12,32.51508080546193
538,2014-04-19,38.1036103189007
539,2014-04-26,39.62775473165672
540,2014-05-03,43.18409169475412
541,2014-05-10,42.67604355716878
542,2014-05-17,46.232380520266176
543,2014-05-24,43.18409169475412
544,2014-05-31,43.18409169475412
545,2014-06-07,35.56336963097398
546,2014-06-14,33.02312894304727
547,2014-06-21,30.990936392705905
548,2014-06-28,27.942647567193845
549,2014-07-05,27.434599429608504
550,2014-07-12,27.942647567193845
551,2014-07-19,28.450695704779182
552,2014-07-26,27.434599429608504
553,2014-08-02,29.974840117535216
554,2014-08-09,32.51508080546193
555,2014-08-16,36.07141776855933
556,2014-08-23,38.61165845648604
557,2014-08-30,39.11970659407138
558,2014-09-06,41.15189914441275
559,2014-09-13,42.67604355716878
560,2014-09-20,45.724332382680835
561,2014-09-27,42.67604355716878
562,2014-10-04,43.692139832339464
563,2014-10-11,43.692139832339464
564,2014-10-18,40.64385100682741
565,2014-10-25,43.18409169475412
566,2014-11-01,50.29676562094891
567,2014-11-08,50.80481375853426
568,2014-11-15,47.756524933022206
569,2014-11-22,43.692139832339464
570,2014-11-29,41.65994728199809
571,2014-12-06,38.1036103189007
572,2014-12-13,29.466791979949868
573,2014-12-20,14.733395989974934
574,2014-12-27,14.733395989974934
575,2015-01-03,29.466791979949868
576,2015-01-10,33.53117708063261
577,2015-01-17,35.05532149338864
578,2015-01-24,36.07141776855933
579,2015-01-31,37.08751404373001
580,2015-02-07,38.1036103189007
581,2015-02-14,34.5472733558033
582,2015-02-21,40.13580286924207
583,2015-02-28,40.13580286924207
584,2015-03-07,40.64385100682741
585,2015-03-14,40.13580286924207
586,2015-03-21,40.64385100682741
587,2015-03-28,33.02312894304727
588,2015-04-04,37.59556218131535
589,2015-04-11,43.692139832339464
590,2015-04-18,43.692139832339464
591,2015-04-25,41.15189914441275
592,2015-05-02,43.18409169475412
593,2015-05-09,43.692139832339464
594,2015-05-16,44.200187969924805
595,2015-05-23,41.65994728199809
596,2015-05-30,41.65994728199809
597,2015-06-06,38.61165845648604
598,2015-06-13,36.57946590614467
599,2015-06-20,32.51508080546193
600,2015-06-27,28.95874384236453
601,2015-07-04,27.942647567193845
602,2015-07-11,25.910455016852474
603,2015-07-18,26.41850315443782
604,2015-07-25,24.89435874168179
605,2015-08-01,26.92655129202316
606,2015-08-08,29.466791979949868
607,2015-08-15,32.51508080546193
608,2015-08-22,38.1036103189007
609,2015-08-29,39.11970659407138
610,2015-09-05,38.61165845648604
611,2015-09-12,42.167995419583434
612,2015-09-19,45.724332382680835
613,2015-09-26,46.232380520266176
614,2015-10-03,45.724332382680835
615,2015-10-10,45.724332382680835
616,2015-10-17,43.18409169475412
617,2015-10-24,40.64385100682741
618,2015-10-31,43.18409169475412
619,2015-11-07,44.70823610751015
620,2015-11-14,44.200187969924805
621,2015-11-21,43.18409169475412
622,2015-11-28,42.67604355716878
623,2015-12-05,38.1036103189007
624,2015-12-12,32.51508080546193
625,2015-12-19,15.749492265145621
626,2015-12-26,15.749492265145621
627,2016-01-02,29.466791979949868
628,2016-01-09,35.05532149338864
629,2016-01-16,35.56336963097398
630,2016-01-23,37.08751404373001
631,2016-01-30,36.57946590614467
632,2016-02-06,38.61165845648604
633,2016-02-13,39.11970659407138
634,2016-02-20,41.15189914441275
635,2016-02-27,42.167995419583434
636,2016-03-05,42.67604355716878
637,2016-03-12,42.167995419583434
638,2016-03-19,34.03922521821796
639,2016-03-26,39.11970659407138
640,2016-04-02,40.13580286924207
641,2016-04-09,45.216284245095494
642,2016-04-16,43.18409169475412
643,2016-04-23,44.200187969924805
644,2016-04-30,44.200187969924805
645,2016-05-07,43.692139832339464
646,2016-05-14,44.70823610751015
647,2016-05-21,43.18409169475412
648,2016-05-28,44.200187969924805
649,2016-06-04,41.65994728199809
650,2016-06-11,37.08751404373001
651,2016-06-18,33.53117708063261
652,2016-06-25,30.482888255120557
653,2016-07-02,27.434599429608504
654,2016-07-09,27.942647567193845
655,2016-07-16,26.41850315443782
656,2016-07-23,27.434599429608504
657,2016-07-30,27.942647567193845
658,2016-08-06,29.974840117535216
659,2016-08-13,28.450695704779182
660,2016-08-20,36.07141776855933
661,2016-08-27,37.08751404373001
662,2016-09-03,40.13580286924207
663,2016-09-10,39.11970659407138
664,2016-09-17,44.70823610751015
665,2016-09-24,42.167995419583434
666,2016-10-01,41.15189914441275
667,2016-10-08,43.18409169475412
668,2016-10-15,43.692139832339464
669,2016-10-22,44.200187969924805
670,2016-10-29,43.18409169475412
671,2016-11-05,40.64385100682741
672,2016-11-12,42.167995419583434
673,2016-11-19,38.1036103189007
674,2016-11-26,39.74410163339383
675,2016-12-03,33.880217785843925
676,2016-12-10,31.925589836660624
677,2016-12-17,23.45553539019964
678,2016-12-24,15.637023593466425
679,2016-12-31,26.061705989110713
680,2017-01-07,36.486388384754996
681,2017-01-14,35.18330308529946
682,2017-01-21,38.4410163339383
683,2017-01-28,37.78947368421053
684,2017-02-04,38.4410163339383
685,2017-02-11,41.69872958257714
686,2017-02-18,41.69872958257714
687,2017-02-25,42.3502722323049
688,2017-03-04,45.607985480943746
689,2017-03-11,43.001814882032676
690,2017-03-18,47.562613430127044
691,2017-03-25,47.562613430127044
692,2017-04-01,46.91107078039928
693,2017-04-08,38.4410163339383
694,2017-04-15,43.001814882032676
695,2017-04-22,47.562613430127044
696,2017-04-29,46.91107078039928
697,2017-05-06,48.86569872958258
698,2017-05-13,45.607985480943746
699,2017-05-20,44.30490018148821
700,2017-05-27,43.001814882032676
701,2017-06-03,43.65335753176044
702,2017-06-10,38.4410163339383
703,2017-06-17,35.83484573502723
704,2017-06-24,33.22867513611616
705,2017-07-01,31.27404718693285
706,2017-07-08,29.970961887477316
707,2017-07-15,29.31941923774955
708,2017-07-22,28.016333938294014
709,2017-07-29,31.27404718693285
710,2017-08-05,29.970961887477316
711,2017-08-12,33.880217785843925
712,2017-08-19,39.74410163339383
713,2017-08-26,41.04718693284937
714,2017-09-02,39.74410163339383
715,2017-09-09,44.30490018148821
716,2017-09-16,48.21415607985482
717,2017-09-23,47.562613430127044
718,2017-09-30,43.001814882032676
719,2017-10-07,44.30490018148821
720,2017-10-14,44.30490018148821
721,2017-10-21,44.30490018148821
722,2017-10-28,43.001814882032676
723,2017-11-04,45.607985480943746
724,2017-11-11,46.91107078039928
725,2017-11-18,44.30490018148821
726,2017-11-25,43.65335753176044
727,2017-12-02,43.65335753176044
728,2017-12-09,37.78947368421053
729,2017-12-16,26.061705989110713
730,2017-12-23,15.637023593466425
731,2017-12-30,22.152450090744104
732,2018-01-06,34.53176043557169
733,2018-01-13,35.18330308529946
734,2018-01-20,37.78947368421053
735,2018-01-27,39.74410163339383
736,2018-02-03,41.04718693284937
737,2018-02-10,37.78947368421053
738,2018-02-17,40.3956442831216
739,2018-02-24,42.3502722323049
740,2018-03-03,42.3502722323049
741,2018-03-10,44.30490018148821
742,2018-03-17,46.25952813067151
743,2018-03-24,37.13793103448276
744,2018-03-31,39.74410163339383
745,2018-04-07,46.25952813067151
746,2018-04-14,46.25952813067151
